#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
FRVM3  41.704  -71.164 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1013.4    MM   7.2   3.4    MM   MM     MM
FRWL1  29.552  -92.305 2019 03 11 23 30 120   1.5   2.1   MM  MM   MM  MM 1021.3    MM  20.7  18.3    MM   MM     MM
FRXM3  41.696  -71.180 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   6.0    MM   0.8  5.9     MM
FSKM2  39.219  -76.528 2019 03 11 23 30 350   5.7   6.2   MM  MM   MM  MM 1018.8    MM  12.4    MM    MM   MM     MM
FSNM2  39.219  -76.525 2019 03 11 23 24 300   9.8  10.8   MM  MM   MM  MM 1018.4    MM  14.6    MM    MM   MM     MM
FSTI2  41.976  -87.648 2019 03 11 21 00 250   5.7    MM   MM  MM   MM  MM     MM    MM   4.9    MM    MM   MM     MM
FTGM4  43.007  -82.422 2019 03 11 23 18 310   4.6   8.2   MM  MM   MM  MM 1022.6    MM   1.4    MM  -8.5   MM     MM
FTPC1  37.806 -122.466 2019 03 11 23 24 240   3.6   6.7   MM  MM   MM  MM 1017.0    MM  13.4  12.1    MM   MM     MM
FWYF1  25.591  -80.097 2019 03 11 23 00  80   3.1   3.1   MM  MM   MM  MM 1021.3  +0.0  25.0  25.6    MM   MM     MM
GBIF1  25.378  -81.029 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.9    MM   MM   0.47
GBRM6  30.413  -88.403 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.1    MM   MM     MM
GBTF1  25.167  -80.801 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.2    MM   MM  -0.36
GCTF1  27.774  -82.517 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1021.0    MM  23.1    MM  20.6  5.9     MM
GDMM5  47.749  -90.341 2019 03 11 23 18  MM    MM    MM   MM  MM   MM  MM 1022.7    MM  -0.7    MM  -4.6   MM     MM
GDXM6  30.359  -88.420 2019 03 11 22 45 360   8.2    MM   MM  MM   MM  MM 1023.0    MM  20.0    MM  18.0   MM     MM
GISL1  29.265  -89.958 2019 03 11 23 30  40   0.5   1.0   MM  MM   MM  MM 1022.0    MM  22.1  18.1    MM   MM     MM
GKYF1  24.627  -82.872 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM  29.5    MM    MM   MM   0.24
GNJT2  29.357  -94.725 2019 03 11 23 24  80   4.6   5.1   MM  MM   MM  MM 1019.7    MM  20.3  18.3    MM   MM     MM
GRIM4  46.721  -87.412 2019 03 11 23 30 310   8.2   9.8   MM  MM   MM  MM 1023.0    MM  -3.0    MM  -7.0   MM     MM
GRMM4  46.684  -85.972 2019 03 11 22 40  MM   0.0   0.0   MM  MM   MM  MM 1024.4    MM  -4.0    MM    MM   MM     MM
GRRT2  29.302  -94.896 2019 03 11 23 30  70   3.1   4.1   MM  MM   MM  MM 1020.1    MM  21.0  20.5    MM   MM     MM
GSLM4  44.018  -83.537 2019 03 11 22 40 280   8.2   9.3   MM  MM   MM  MM 1023.4    MM   0.0    MM    MM   MM     MM
GTLM4  45.211  -85.550 2019 03 11 22 40 260   5.1   6.7   MM  MM   MM  MM 1025.1    MM  -2.5    MM    MM   MM     MM
GTOT2  29.311  -94.792 2019 03 11 23 30  90   5.1   7.7   MM  MM   MM  MM 1019.7    MM  21.5  16.1    MM   MM     MM
GTRM4  47.179  -88.241 2019 03 11 23 00 290   5.1   7.2   MM  MM   MM  MM 1023.4  +0.0  -3.9    MM    MM   MM     MM
GTXF1  29.658  -81.233 2019 03 11 22 45 140   2.6    MM   MM  MM   MM  MM 1021.0    MM  22.2    MM  20.7   MM     MM
GUXA2  58.408 -135.726 2019 03 11 23 42 170   2.6   4.6   MM  MM   MM  MM  997.7    MM   5.4    MM   2.0   MM     MM
HAXA2  59.234 -135.442 2019 03 11 23 42 200   2.1   4.6   MM  MM   MM  MM  998.0    MM   4.8    MM   0.2   MM     MM
HBYC1  40.767 -124.217 2019 03 11 22 36  10   5.1   5.7   MM  MM   MM  MM 1020.1    MM  10.5  11.0    MM   MM     MM
HCEF1  25.254  -80.444 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  29.1    MM   MM  -0.41
HCGN7  35.209  -75.704 2019 03 11 23 30  80   1.0   1.5   MM  MM   MM  MM 1020.5    MM  13.7  14.8    MM   MM     MM
HHLO1  41.401  -82.545 2019 03 11 23 00 290   5.7   9.8   MM  MM   MM  MM 1022.7  +0.7   5.1    MM    MM   MM     MM
HIST2  29.595  -94.390 2019 03 11 23 24 110   5.1   6.2   MM  MM   MM  MM 1020.9    MM  21.8  19.3    MM   MM     MM
HLNM4  42.773  -86.213 2019 03 11 23 12 290   5.1   6.2   MM  MM   MM  MM 1026.2    MM  -0.1   1.0    MM   MM     MM
HMRA2  59.601 -151.410 2019 03 11 22 30 270   9.3    MM   MM  MM   MM  MM  993.0    MM   3.4    MM  -2.1   MM     MM
HMSA2  59.602 -151.417 2019 03 11 23 42 230  13.4  21.1   MM  MM   MM  MM  995.2    MM   2.2    MM  -3.9   MM     MM
HRBM4  43.846  -82.643 2019 03 11 23 18 310   5.1   7.7   MM  MM   MM  MM 1023.1    MM  -0.7   0.7  -7.9   MM     MM
HREF1  25.424  -81.060 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.0    MM   MM   0.67
HRVC1  34.469 -120.682 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1013.1    MM  13.4    MM    MM   MM     MM
ICAC1  34.008 -118.500 2019 03 11 23 30 360   5.1   9.3   MM  MM   MM  MM 1009.4    MM  17.9  14.2    MM   MM     MM
ICYA2  59.927 -141.359 2019 03 11 23 42  80   2.1   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ILOH1  19.730 -155.056 2019 03 11 23 30  70   5.1   7.2   MM  MM   MM  MM 1018.2    MM  23.8  24.1    MM   MM     MM
IOSN3  42.967  -70.623 2019 03 11 23 00 270  12.9  14.9   MM  MM   MM  MM 1011.0  +1.6   5.3    MM  -5.8   MM     MM
IRDT2  27.480  -97.322 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1017.6    MM  21.2  22.6    MM   MM     MM
ITKA2  57.052 -135.342 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1001.1    MM   5.8   6.3    MM   MM     MM
JAKI2  41.781  -87.573 2019 03 11 22 00 290   3.1   6.2   MM  MM   MM  MM     MM    MM   5.9    MM    MM   MM     MM
JCRN4  39.535  -74.464 2019 03 11 22 30 260   2.6    MM   MM  MM   MM  MM 1017.0    MM  11.9    MM  -6.4   MM     MM
JKYF1  25.053  -80.904 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.2    MM   MM   0.37
JLXA2  58.298 -134.405 2019 03 11 23 43 140   3.6   8.2   MM  MM   MM  MM  999.2    MM   3.0    MM  -1.3   MM     MM
JMLA2  58.286 -134.390 2019 03 11 23 42 100   4.1   5.7   MM  MM   MM  MM  999.8    MM   2.6    MM   0.5   MM     MM
JMPN7  34.213  -77.786 2019 03 11 23 30  MM   0.0   1.0   MM  MM   MM  MM 1021.0    MM  16.8  14.4    MM   MM     MM
JNEA2  58.298 -134.411 2019 03 11 23 30 130   3.6   5.1   MM  MM   MM  MM 1000.5    MM   3.6   3.7    MM   MM     MM
JOXP4  17.956  -66.223 2019 03 11 22 45  30   2.6    MM   MM  MM   MM  MM 1018.0    MM  25.8    MM  17.6   MM     MM
KATP   27.195  -90.027 2019 03 11 23 35 100   3.6    MM   MM  MM   MM  MM     MM    MM    24    MM    23  5.2     MM
KCVW   29.784  -93.300 2019 03 11 23 35  50   5.7    MM   MM  MM   MM  MM     MM    MM    19    MM    18  8.7     MM
KDAA2  57.731 -152.511 2019 03 11 23 24 260   8.2  10.8   MM  MM   MM  MM  998.2    MM   3.6   4.7    MM   MM     MM
KDLP   29.121  -89.547 2019 03 11 23 35  MM     0    MM   MM  MM   MM  MM     MM    MM    22    MM    21  0.2     MM
KECA2  55.331 -131.625 2019 03 11 23 30 180   2.1   2.6   MM  MM   MM  MM 1002.6    MM   5.8   7.1    MM   MM     MM
KEIR   28.634  -91.489 2019 03 11 23 35  MM   1.5    MM   MM  MM   MM  MM     MM    MM    22    MM    22  0.2     MM
KEXA2  55.352 -131.684 2019 03 11 23 42  90   3.1   5.7   MM  MM   MM  MM 1002.3    MM   6.3    MM   0.5   MM     MM
KGCA2  55.062 -162.327 2019 03 11 23 30 220   7.2   9.8   MM  MM   MM  MM 1003.5    MM   2.5   4.3    MM   MM     MM
KGHB   27.840  -91.988 2019 03 11 23 40 120   2.6    MM   MM  MM   MM  MM     MM    MM    23    MM    22  2.6     MM
KGNA   47.745  -90.346 2019 03 11 22 56 240   7.7    MM   MM  MM   MM  MM 1024.4    MM  -0.6    MM  -5.6   MM     MM
KGRY   27.625  -90.441 2019 03 11 23 45 100   3.6    MM   MM  MM   MM  MM     MM    MM    23    MM    22  5.2     MM
KGUL   27.304  -93.538 2019 03 11 23 35 100   5.1    MM   MM  MM   MM  MM     MM    MM    23    MM    22  1.5     MM
KHHV   26.939  -94.689 2019 03 11 23 30 130   5.7    MM   MM  MM   MM  MM     MM    MM    51    MM    50  2.6     MM
KIKT   28.521  -88.289 2019 03 11 23 35 190   4.1    MM   MM  MM   MM  MM     MM    MM    24    MM    22  5.2     MM
KLIH1  20.895 -156.469 2019 03 11 23 30  50  11.3  13.9   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
KNSW3  42.589  -87.809 2019 03 11 23 00 280   5.7   9.3   MM  MM   MM  MM 1026.8  -0.6   2.2    MM    MM   MM     MM
KP53   46.417  -86.650 2019 03 11 22 56 330   3.1    MM   MM  MM   MM  MM 1025.0    MM  -3.9    MM  -8.9   MM     MM
KP58   44.017  -82.800 2019 03 11 22 51 290   5.1    MM   MM  MM   MM  MM 1023.4    MM   0.0    MM  -8.3   MM     MM
KP59   47.467  -87.883 2019 03 11 22 51 300   3.1    MM   MM  MM   MM  MM 1024.1    MM  -3.9    MM -10.0   MM     MM
KPTN6  40.811  -73.765 2019 03 11 23 30 300   5.1   6.2   MM  MM   MM  MM 1016.7    MM   9.4   2.1    MM   MM     MM
KPTV2  37.165  -75.988 2019 03 11 23 30 170   1.0   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
KTNF1  29.819  -83.594 2019 03 11 23 00 200   2.6   3.1   MM  MM   MM  MM 1021.9  -0.0  18.1    MM  18.1   MM     MM
KVAF   27.354  -94.625 2019 03 11 23 35 120   6.7    MM   MM  MM   MM  MM     MM    MM    23    MM    22  2.6     MM
KVOA   29.229  -87.781 2019 03 11 23 40 320   4.1    MM   MM  MM   MM  MM     MM    MM    22    MM    22  0.2     MM
KVQT   28.270  -92.264 2019 03 11 23 35 110   4.6    MM   MM  MM   MM  MM     MM    MM    22    MM    22  0.2     MM
KWHH1  20.037 -155.829 2019 03 11 23 30 270   5.7   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
KWJP8   8.732  167.734 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1011.1    MM    MM  27.5    MM   MM     MM
KWNW3  44.465  -87.496 2019 03 11 23 18 260   5.1   6.7   MM  MM   MM  MM 1023.8    MM  -0.9    MM    MM   MM     MM
KYWF1  24.556  -81.808 2019 03 11 23 30  90   3.1   4.6   MM  MM   MM  MM 1020.3    MM  26.4  25.7    MM   MM     MM
LAMV3  18.318  -64.724 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  24.8  26.9    MM   MM     MM
LAPW1  47.913 -124.637 2019 03 11 22 36  MM    MM    MM   MM  MM   MM  MM 1015.3    MM    MM   7.9    MM   MM     MM
LBSF1  25.214  -80.432 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.8    MM   MM     MM
LCLL1  30.224  -93.222 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1021.9    MM  18.4  17.3    MM   MM     MM
LCNA2  56.058 -132.690 2019 03 11 23 10 210   2.1   2.6   MM  MM   MM  MM 1000.8    MM   4.4    MM   2.3   MM     MM
LDLC3  41.306  -72.077 2019 03 11 23 25 260   8.8   9.8   MM  MM   MM  MM 1014.3    MM   5.8    MM   0.3   MM     MM
LDTM4  43.947  -86.441 2019 03 11 23 12 280   3.1   4.6   MM  MM   MM  MM     MM    MM  -1.5    MM  -8.8   MM     MM
LIXA2  58.540 -135.047 2019 03 11 23 42 140  10.8  16.0   MM  MM   MM  MM  999.7    MM   2.2    MM  -2.4   MM     MM
LJAC1  32.867 -117.257 2019 03 11 23 24 320   4.1   4.6   MM  MM   MM  MM 1009.4    MM  13.5  14.9    MM   MM     MM
LJPC1  32.867 -117.257 2019 03 11 23 20 320   5.1   6.7  0.6  16   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKWF1  26.613  -80.034 2019 03 11 23 30 140   5.1   5.1   MM  MM   MM  MM 1021.6    MM  24.9  25.5    MM   MM     MM
LMDF1  25.176  -80.633 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.3    MM   MM  -0.32
LMFS1  34.107  -81.271 2019 03 11 23 20 350   1.5   3.6   MM  MM   MM  MM 1021.7    MM  15.5    MM    MM   MM     MM
LMRF1  25.556  -81.169 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.0    MM   MM   0.69
LNDC1  37.795 -122.281 2019 03 11 23 30 270   4.6   6.2   MM  MM   MM  MM 1016.1    MM  16.1    MM    MM   MM     MM
LONF1  24.844  -80.864 2019 03 11 23 00  80   3.1   4.6   MM  MM   MM  MM 1020.1  +0.0  25.6  26.0  21.1   MM     MM
LOPL1  28.885  -90.025 2019 03 11 22 45  30   1.5   2.1  0.5  MM   MM  MM 1022.1    MM  21.2    MM  19.8   MM     MM
LOPW1  46.106 -122.954 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1016.6    MM    MM   4.0    MM   MM     MM
LORO1  41.481  -82.195 2019 03 11 23 30 280   7.2   8.2   MM  MM   MM  MM     MM    MM   2.5    MM    MM   MM     MM
LPNM4  45.063  -83.429 2019 03 11 23 18 340   4.6   7.7   MM  MM   MM  MM 1022.7    MM  -2.1    MM  -8.5   MM     MM
LRIF1  25.284  -80.894 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.6    MM   MM  -0.40
LRKF1  24.982  -80.826 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.2    MM   MM  -0.39
LSNF1  25.235  -80.457 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.5    MM   MM  -0.41
LTBV3  17.695  -64.754 2019 03 11 23 30  70   3.6   7.2   MM  MM   MM  MM 1017.9    MM  25.5  26.5    MM   MM     MM
LTJF1  30.379  -81.446 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  21.1    MM  19.1   MM     MM
LTRM4  46.486  -84.302 2019 03 11 23 18 300   5.1   8.2   MM  MM   MM  MM 1022.4    MM  -5.7    MM  -9.2   MM     MM
LUIT2  29.076  -95.122 2019 03 11 23 30  80   5.1   5.7   MM  MM   MM  MM 1019.5    MM  19.8  20.1    MM   MM     MM
LWSD1  38.783  -75.119 2019 03 11 23 30 240   1.5   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
LWTV2  37.995  -76.465 2019 03 11 23 30 260   2.1   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MACM4  45.777  -84.721 2019 03 11 23 18 280   5.1   6.7   MM  MM   MM  MM 1024.0    MM  -3.8   0.5 -11.1   MM     MM
MBET2  28.422  -96.327 2019 03 11 23 30 100   6.7   8.2   MM  MM   MM  MM 1016.9    MM  19.8  21.5    MM   MM     MM
MBPA1  30.527  -88.086 2019 03 11 21 36  MM    MM    MM   MM  MM   MM  MM     MM    MM  27.2    MM  20.0  5.9     MM
MBRM4  42.975  -82.419 2019 03 11 23 18  MM    MM    MM   MM  MM   MM  MM 1022.5    MM   2.3    MM    MM   MM     MM
MCGA1  30.649  -88.058 2019 03 11 23 30 350   3.1   6.2   MM  MM   MM  MM 1023.5    MM    MM  16.9    MM   MM     MM
MCGM4  46.546  -87.379 2019 03 11 23 18 200   2.1   3.6   MM  MM   MM  MM 1022.4    MM  -7.0    MM -11.1   MM     MM
MCYF1  27.914  -82.425 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  22.8    MM   MM     MM
MCYI3  41.729  -86.912 2019 03 11 23 20  50   1.0   1.5   MM  MM   MM  MM     MM    MM   0.3    MM  -6.4   MM     MM
MDKF1  25.289  -80.396 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.0    MM   MM  -0.24
MDRM1  43.969  -68.128 2019 03 11 23 00 240  13.9  16.0   MM  MM   MM  MM 1007.7  +0.6   4.5    MM    MM   MM     MM
MEYC1  36.605 -121.889 2019 03 11 22 36  MM    MM    MM   MM  MM   MM  MM 1016.1    MM    MM  13.5    MM   MM     MM
MGIP4  17.970  -67.046 2019 03 11 23 30  40   1.0   2.6   MM  MM   MM  MM 1017.0    MM  24.0  26.3    MM   MM     MM
MGPT2  29.682  -94.985 2019 03 11 23 30 100   3.6   4.6   MM  MM   MM  MM 1020.0    MM  22.5  17.2    MM   MM     MM
MGZP4  18.218  -67.159 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1017.0    MM  25.1  26.7    MM   MM     MM
MHRN6  40.641  -74.162 2019 03 11 23 30 260   6.2  10.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MISM1  43.784  -68.855 2019 03 11 23 00 260  14.4  16.0   MM  MM   MM  MM 1008.1  +0.7   4.1    MM    MM   MM     MM
MISP4  18.090  -67.939 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.0    MM  25.3  26.9    MM   MM     MM
MKGM4  43.227  -86.339 2019 03 11 23 30 320   5.7   6.7   MM  MM   MM  MM 1028.3    MM  -0.8    MM  -7.0   MM     MM
MLRF1  25.012  -80.376 2019 03 11 22 00 110   3.6   4.1   MM  MM   MM  MM 1020.7    MM  25.4  25.7    MM   MM     MM
MLSC1  36.802 -121.791 2019 03 11 23 25 280   3.1   8.8   MM  MM   MM  MM 1015.9  -2.4  14.0    MM   9.1   MM     MM
MLWW3  43.045  -87.880 2019 03 11 23 20  MM    MM    MM   MM  MM   MM  MM     MM    MM   1.6    MM    MM   MM     MM
MNMM4  45.096  -87.590 2019 03 11 23 18 290   3.6   6.2   MM  MM   MM  MM 1023.3    MM   1.8   1.5 -38.6   MM     MM
MNPV2  36.778  -76.302 2019 03 11 23 30  MM   0.0   0.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MOKH1  21.433 -157.790 2019 03 11 22 36  90   4.1   9.3   MM  MM   MM  MM 1020.3    MM  23.5  22.6    MM   MM     MM
MQTT2  27.581  -97.217 2019 03 11 23 30  60   6.7   7.2   MM  MM   MM  MM 1016.8    MM  19.8  19.0    MM   MM     MM
MRCP1  39.809  -75.415 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1017.5    MM  12.0   5.2    MM   MM     MM
MRHO1  41.544  -82.731 2019 03 11 23 18 300   6.7   9.3   MM  MM   MM  MM 1025.2    MM   2.3   0.3  -3.3   MM     MM
MRKA2  61.082 -146.662 2019 03 11 23 30  60   3.1   3.6   MM  MM   MM  MM  994.5    MM   2.5    MM    MM   MM     MM
MRNA2  58.198 -134.257 2019 03 11 23 42 130   4.6   6.7   MM  MM   MM  MM 1000.7    MM   3.7    MM  -0.1   MM     MM
MRSL1  29.441  -92.061 2019 03 11 22 00  MM   4.1   4.6   MM  MM   MM  MM     MM    MM  20.0    MM    MM   MM     MM
MRYA2  55.099 -131.182 2019 03 11 23 42 150   1.5   3.1   MM  MM   MM  MM     MM    MM   5.4    MM   2.9   MM     MM
MTBF1  27.661  -82.594 2019 03 11 23 30 300   4.6   5.7   MM  MM   MM  MM 1021.1    MM  21.1    MM  20.3  5.9     MM
MTKN6  41.048  -71.959 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1014.5    MM   7.4   3.7    MM   MM     MM
MUKF1  25.106  -80.942 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.2    MM   MM     MM
MVXA2  58.364 -134.606 2019 03 11 23 42 110   3.1   5.1   MM  MM   MM  MM 1000.2    MM   4.4    MM   0.0   MM     MM
MXXA2  58.301 -134.425 2019 03 11 23 42 130   4.6   7.7   MM  MM   MM  MM 1000.0    MM   3.4    MM  -0.2   MM     MM
MYPF1  30.398  -81.428 2019 03 11 23 30  60   3.1   3.6   MM  MM   MM  MM 1020.1    MM  19.9  19.1    MM   MM     MM
MZXC1  38.035 -122.125 2019 03 11 23 30 290   3.1   3.1   MM  MM   MM  MM 1016.0    MM  16.0  11.5   4.1  5.9     MM
NABM4  46.087  -85.444 2019 03 11 22 40 310   4.1   7.2   MM  MM   MM  MM 1022.7    MM  -3.3    MM    MM   MM     MM
NAXR1  41.637  -71.339 2019 03 11 22 45 270   2.6    MM   MM  MM   MM  MM 1013.0    MM   8.2    MM  -3.9   MM     MM
NBBA3  36.087 -114.728 2019 03 11 23 40 360   3.6   4.1  0.1  MM   MM  MM 1009.1    MM  17.5    MM    MM   MM     MM
NBLP1  40.137  -74.752 2019 03 11 23 30 270   3.1   3.6   MM  MM   MM  MM 1017.7    MM   9.3   4.3    MM   MM     MM
NCDV2  38.320  -77.037 2019 03 11 23 30 280   0.5   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
NCHT2  29.726  -95.266 2019 03 11 23 30  70   3.1   5.1   MM  MM   MM  MM 1019.1    MM  24.0  19.5    MM   MM     MM
NEAW1  48.367 -124.614 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1013.4    MM    MM   7.4    MM   MM     MM
NIAN6  43.077  -79.014 2019 03 11 23 12  MM    MM    MM   MM  MM   MM  MM 1021.6    MM   0.1    MM    MM   MM     MM
NIWS1  33.349  -79.189 2019 03 11 22 45 170   1.5    MM   MM  MM   MM  MM 1020.0    MM  17.3    MM  12.9   MM     MM
NKLA2  52.972 -168.855 2019 03 11 23 42 120   4.1   9.3   MM  MM   MM  MM  987.1    MM   0.7    MM  -0.9   MM     MM
NKTA2  60.683 -151.399 2019 03 11 23 24 190   7.7   8.8   MM  MM   MM  MM  992.3    MM   1.7  -0.7    MM   MM     MM
NKXA2  58.255 -134.945 2019 03 11 23 42 160   9.8  13.9   MM  MM   MM  MM  997.5    MM   3.5    MM   0.1   MM     MM
NLMA3  35.458 -114.666 2019 03 11 23 40  MM    MM    MM  0.3   2   MM  MM 1008.6    MM  18.2  13.3    MM   MM     MM
NLNC3  41.361  -72.090 2019 03 11 23 30 240   1.5   3.1   MM  MM   MM  MM 1013.9    MM   7.8   4.0    MM   MM     MM
NMTA2  64.500 -165.430 2019 03 11 23 30 360   2.6   3.6   MM  MM   MM  MM  988.7    MM  -3.5    MM    MM   MM     MM
NPDW3  45.291  -86.977 2019 03 11 23 40  MM   0.0   0.0   MM  MM   MM  MM 1023.4    MM  -0.9    MM    MM   MM     MM
NPSF1  26.132  -81.807 2019 03 11 23 30 220   2.1   2.6   MM  MM   MM  MM 1020.3    MM  26.6  25.6    MM   MM     MM
NRRF1  25.338  -80.911 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.8    MM   MM  -0.41
NSTP6 -14.280 -170.688 2019 03 11 23 30 310   0.5   1.5   MM  MM   MM  MM 1009.8    MM  27.1  30.0    MM   MM     MM
NTBC1  34.405 -119.692 2019 03 11 22 36 210   4.1   4.6   MM  MM   MM  MM 1012.0    MM  14.3    MM    MM   MM     MM
NTKM3  41.285  -70.096 2019 03 11 23 30 230   3.1   5.7   MM  MM   MM  MM 1013.5    MM   4.9   2.8    MM   MM     MM
NUET2  27.832  -97.486 2019 03 11 23 24  90   7.7   9.3   MM  MM   MM  MM 1017.3    MM    MM  22.7    MM   MM     MM
NWCL1  30.027  -90.113 2019 03 11 23 30  30   6.7   7.7   MM  MM   MM  MM 1022.5    MM  17.9  15.9    MM   MM     MM
NWHC3  41.283  -72.908 2019 03 11 23 30 290   3.1   3.6   MM  MM   MM  MM 1014.9    MM   9.2   4.2    MM   MM     MM
NWPO3  44.613 -124.067 2019 03 11 23 00 200   3.6   5.1   MM  MM   MM  MM 1019.1  -1.6   9.6    MM    MM   MM     MM
NWPR1  41.504  -71.326 2019 03 11 23 30 240   3.6   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
NWWH1  21.954 -159.353 2019 03 11 23 30  60   7.7   9.8   MM  MM   MM  MM 1020.3    MM  23.1    MM    MM   MM     MM
OBGN6  44.702  -75.494 2019 03 11 23 12  MM    MM    MM   MM  MM   MM  MM 1015.2    MM  -0.4    MM    MM   MM     MM
OBLA1  30.705  -88.040 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1023.4    MM    MM  15.5    MM   MM     MM
OBXC1  37.804 -122.341 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  14.5    MM   6.7  5.9     MM
OCIM2  38.328  -75.091 2019 03 11 23 30 240   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OCSM2  38.338  -75.070 2019 03 11 21 00  MM    MM    MM  0.6   8   MM 124     MM    MM    MM    MM    MM   MM     MM
OHBC1  33.720 -118.273 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1009.4    MM    MM  15.0    MM   MM     MM
OKXC1  37.811 -122.333 2019 03 11 23 30 290   5.1   6.2   MM  MM   MM  MM 1016.3    MM  14.1    MM    MM   MM     MM
OLCN6  43.341  -78.719 2019 03 11 23 00 260  12.4  14.4   MM  MM   MM  MM 1021.7    MM   0.5    MM    MM   MM     MM
OLSA2  52.940 -168.870 2019 03 11 23 30 220   6.7   9.8   MM  MM   MM  MM  992.4    MM   4.0    MM    MM   MM     MM
OMHC1  37.801 -122.330 2019 03 11 23 30 280   6.7   7.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.303 -157.865 2019 03 11 23 30 110   3.6   9.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OPTF1  27.858  -82.553 2019 03 11 23 30 270   3.6   4.1   MM  MM   MM  MM 1021.0    MM  24.0  22.9    MM   MM     MM
ORIN7  35.796  -75.548 2019 03 11 23 30 140   2.1   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OSGN6  43.464  -76.511 2019 03 11 23 12 280  14.9  20.6   MM  MM   MM  MM 1019.3    MM   0.2    MM  -3.2   MM     MM
OVIA2  59.440 -151.720 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM  996.1    MM    MM   5.6    MM   MM     MM
OWXO1  41.378  -82.508 2019 03 11 22 45 250   2.1    MM   MM  MM   MM  MM 1024.0    MM   5.1    MM  -2.9   MM     MM
PACF1  30.152  -85.667 2019 03 11 23 30 230   2.6   3.1   MM  MM   MM  MM 1022.1    MM  19.3  19.6    MM   MM     MM
