#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
FOXR1  41.807  -71.401 2018 11 29 07 30 340   3.6   7.7   MM  MM   MM  MM 1001.5    MM   3.1   6.8    MM   MM     MM
FPKG1  32.035  -80.903 2018 11 29 07 30 290   4.6   5.1   MM  MM   MM  MM 1021.0    MM   6.2  13.3    MM   MM     MM
FPST2  28.936  -95.294 2018 11 29 07 30 170   4.6   5.1   MM  MM   MM  MM 1013.3    MM  18.4  16.3    MM   MM     MM
FPTM4  45.619  -86.660 2018 11 29 07 40 220   5.1   6.2   MM  MM   MM  MM 1015.6    MM  -1.3    MM    MM   MM     MM
FRCB6  32.370  -64.695 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1008.6    MM  17.5  20.0    MM   MM     MM
FRDF1  30.675  -81.465 2018 11 29 07 30 330   1.5   3.1   MM  MM   MM  MM 1021.7    MM   7.6  16.8    MM   MM     MM
FRDW1  48.545 -123.012 2018 11 29 06 36 110   1.0   1.5   MM  MM   MM  MM 1005.9    MM   8.7   9.5    MM   MM     MM
FREL1  30.106  -90.422 2018 11 29 07 30 160   4.1   5.1   MM  MM   MM  MM 1016.8    MM    MM    MM    MM   MM     MM
FRFN7  36.190  -75.739 2018 11 29 06 00  MM    MM    MM  0.7   5   MM 119     MM    MM    MM    MM    MM   MM     MM
FRVM3  41.704  -71.164 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1002.0    MM   3.7   7.1    MM   MM     MM
FRWL1  29.552  -92.305 2018 11 29 07 30 100   2.6   4.1   MM  MM   MM  MM 1016.2    MM  15.7  14.6    MM   MM     MM
FRXM3  41.696  -71.180 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   4.0    MM  -1.0  5.9     MM
FSKM2  39.219  -76.528 2018 11 29 07 30 250   5.7   6.7   MM  MM   MM  MM 1015.7    MM   0.1    MM    MM   MM     MM
FSNM2  39.219  -76.525 2018 11 29 07 18 260   5.7   6.7   MM  MM   MM  MM 1015.1    MM  -0.4    MM    MM   MM     MM
FSTI2  41.976  -87.648 2018 11 29 06 00 140  12.9    MM   MM  MM   MM  MM     MM    MM  -1.6    MM    MM   MM     MM
FTGM4  43.007  -82.422 2018 11 29 07 30 260   4.6   6.7   MM  MM   MM  MM 1017.1    MM  -2.7    MM  -7.0   MM     MM
FTPC1  37.806 -122.466 2018 11 29 07 30 180   5.7  15.4   MM  MM   MM  MM 1000.5    MM  15.3  14.0    MM   MM     MM
FWYF1  25.591  -80.097 2018 11 29 07 00 340   7.2   7.7   MM  MM   MM  MM 1019.2  -1.4  15.7  25.6    MM   MM     MM
GBIF1  25.378  -81.029 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.7    MM   MM  -0.86
GBRM6  30.413  -88.403 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   8.2    MM   MM     MM
GBTF1  25.167  -80.801 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.3    MM   MM  -0.73
GCTF1  27.774  -82.517 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  12.3    MM  -0.3   MM     MM
GDMM5  47.749  -90.341 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1013.0    MM  -1.1   9.2  -2.3   MM     MM
GDXM6  30.359  -88.420 2018 11 29 06 45 180   4.1    MM   MM  MM   MM  MM 1021.0    MM  15.4    MM  11.6   MM     MM
GISL1  29.265  -89.958 2018 11 29 07 30 180   2.6   3.6   MM  MM   MM  MM 1018.3    MM  18.0  17.1    MM   MM     MM
GKYF1  24.627  -82.872 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM  19.1    MM    MM   MM   1.40
GNJT2  29.357  -94.725 2018 11 29 07 24 180   3.6   4.1   MM  MM   MM  MM 1013.8    MM  17.9  16.3    MM   MM     MM
GRIM4  46.721  -87.412 2018 11 29 07 40 190   7.2   9.3   MM  MM   MM  MM 1014.6    MM  -3.5    MM  -6.3   MM     MM
GRMM4  46.684  -85.972 2018 11 29 07 40 250   2.6   3.6   MM  MM   MM  MM 1016.3    MM  -2.4    MM    MM   MM     MM
GRRT2  29.302  -94.896 2018 11 29 07 30 180   2.6   3.1   MM  MM   MM  MM 1014.2    MM  17.5  14.0    MM   MM     MM
GSLM4  44.018  -83.537 2018 11 29 07 40 240   7.7   8.8   MM  MM   MM  MM 1017.3    MM  -2.2    MM    MM   MM     MM
GTLM4  45.211  -85.550 2018 11 29 07 30 210   1.5   4.6   MM  MM   MM  MM 1016.9    MM  -1.3    MM    MM   MM     MM
GTOT2  29.311  -94.792 2018 11 29 07 30 200   2.1   3.6   MM  MM   MM  MM 1013.9    MM  19.1  17.2    MM   MM     MM
GTRM4  47.179  -88.241 2018 11 29 07 00 210   2.1   4.1   MM  MM   MM  MM 1014.2  -0.4  -3.6    MM    MM   MM     MM
GTXF1  29.658  -81.233 2018 11 29 06 45 280   1.5    MM   MM  MM   MM  MM 1022.0    MM   5.1    MM   2.0   MM     MM
GUXA2  58.408 -135.726 2018 11 29 07 44 290   2.1   3.1   MM  MM   MM  MM 1002.6    MM   4.9    MM   2.5   MM     MM
HAXA2  59.234 -135.442 2018 11 29 07 44 230   2.6   3.6   MM  MM   MM  MM 1002.9    MM   1.6    MM   0.0   MM     MM
HBYC1  40.767 -124.217 2018 11 29 06 36  MM   0.0   0.5   MM  MM   MM  MM  997.4    MM  12.5  12.3    MM   MM     MM
HCEF1  25.254  -80.444 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.2    MM   MM  -0.08
HCGN7  35.209  -75.704 2018 11 29 07 30 320   8.2   9.8   MM  MM   MM  MM 1016.4    MM   4.2  11.3    MM   MM     MM
HHLO1  41.401  -82.545 2018 11 29 07 00 250   4.1   5.1   MM  MM   MM  MM 1017.3  +0.4  -3.8    MM    MM   MM     MM
HIST2  29.595  -94.390 2018 11 29 07 24 160   2.1   2.6   MM  MM   MM  MM 1014.8    MM  18.5  14.6    MM   MM     MM
HLNM4  42.773  -86.213 2018 11 29 07 30 140   3.6   6.2   MM  MM   MM  MM 1016.7    MM  -4.0    MM  -6.4   MM     MM
HMRA2  59.601 -151.410 2018 11 29 07 30 250   2.6    MM   MM  MM   MM  MM 1001.0    MM    MM    MM    MM   MM     MM
HMSA2  59.602 -151.417 2018 11 29 07 42 190   2.1   4.1   MM  MM   MM  MM 1002.1    MM   0.4    MM  -5.3   MM     MM
HRBM4  43.846  -82.643 2018 11 29 07 30 260   5.7   8.2   MM  MM   MM  MM 1016.8    MM  -2.4   1.0  -5.2   MM     MM
HREF1  25.424  -81.060 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.8    MM   MM  -0.88
HRVC1  34.469 -120.682 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1008.6    MM  17.3    MM    MM   MM     MM
ICAC1  34.008 -118.500 2018 11 29 07 30 110   3.6   5.1   MM  MM   MM  MM 1012.0    MM  15.3  17.9    MM   MM     MM
ICYA2  59.927 -141.359 2018 11 29 07 42  MM   0.0   0.5   MM  MM   MM  MM     MM    MM  11.1    MM  -5.2   MM     MM
ILOH1  19.730 -155.056 2018 11 29 07 12 220   3.6   4.6   MM  MM   MM  MM 1016.7    MM  22.4  25.7    MM   MM     MM
IOSN3  42.967  -70.623 2018 11 29 07 00 300  10.3  11.3   MM  MM   MM  MM  998.1  +1.6   3.8    MM  -0.6   MM     MM
IRDT2  27.480  -97.322 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.1    MM  17.9  15.5    MM   MM     MM
ITKA2  57.052 -135.342 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1004.0    MM   5.8   9.2    MM   MM     MM
JAKI2  41.781  -87.573 2018 11 29 06 00 160   4.1   5.7   MM  MM   MM  MM     MM    MM  -1.3    MM    MM   MM     MM
JCRN4  39.535  -74.464 2018 11 29 07 30 260   3.6    MM   MM  MM   MM  MM 1010.0    MM   1.6    MM  -4.7   MM     MM
JKYF1  25.053  -80.904 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.6    MM   MM  -1.08
JLXA2  58.298 -134.405 2018 11 29 07 46 140   1.5   3.1   MM  MM   MM  MM 1002.6    MM   3.4    MM   0.6   MM     MM
JMLA2  58.286 -134.390 2018 11 29 07 43 140   3.1   4.1   MM  MM   MM  MM 1003.2    MM   3.5    MM   2.7   MM     MM
JMPN7  34.213  -77.786 2018 11 29 07 30 300   2.6   3.1   MM  MM   MM  MM 1019.1    MM   2.8  19.4    MM   MM     MM
JNEA2  58.298 -134.411 2018 11 29 07 30 120   1.0   1.5   MM  MM   MM  MM 1003.8    MM   3.9   5.6    MM   MM     MM
JOXP4  17.956  -66.223 2018 11 29 06 45  MM   0.0    MM   MM  MM   MM  MM 1016.0    MM  22.1    MM  18.6   MM     MM
KATA1  30.258  -88.213 2018 11 29 07 00 180   6.7    MM   MM  MM   MM  MM 1020.3  -0.3  16.1    MM    MM   MM     MM
KBBF   28.058  -95.872 2018 11 29 07 35 200  12.9    MM   MM  MM   MM  MM     MM    MM    23    MM    18  5.2     MM
KBQX   28.314  -95.620 2018 11 29 07 35 180  12.4    MM   MM  MM   MM  MM     MM    MM    22    MM    19  7.8     MM
KCVW   29.784  -93.300 2018 11 29 07 45 180   3.6    MM   MM  MM   MM  MM     MM    MM    18    MM    17  8.7     MM
KDAA2  57.731 -152.511 2018 11 29 07 24 210   1.0   1.5   MM  MM   MM  MM 1002.7    MM  -1.6   7.0    MM   MM     MM
KECA2  55.331 -131.625 2018 11 29 07 30  MM   0.0   1.0   MM  MM   MM  MM 1004.9    MM   7.0   8.1    MM   MM     MM
KEIR   28.634  -91.489 2018 11 29 07 35 170   7.2  10.3   MM  MM   MM  MM     MM    MM    22    MM    16  8.7     MM
KEMK   27.819  -94.323 2018 11 29 07 35 250  11.3    MM   MM  MM   MM  MM     MM    MM    23    MM    17  8.7     MM
KEXA2  55.352 -131.684 2018 11 29 07 44  20   1.0   1.5   MM  MM   MM  MM 1004.7    MM   7.2    MM   5.8   MM     MM
KGBK   27.204  -92.203 2018 11 29 07 35 150   9.8    MM   MM  MM   MM  MM     MM    MM    22    MM    17  8.7     MM
KGCA2  55.062 -162.327 2018 11 29 07 30 360   9.8  14.4   MM  MM   MM  MM 1005.5    MM   1.4   7.7    MM   MM     MM
KGHB   27.840  -91.988 2018 11 29 07 35 180   8.2  11.3   MM  MM   MM  MM     MM    MM    23    MM    15  8.7     MM
KGNA   47.745  -90.346 2018 11 29 06 56 150   5.7    MM   MM  MM   MM  MM 1014.4    MM  -1.1    MM  -3.9   MM     MM
KGRY   27.625  -90.441 2018 11 29 07 40 210   6.2   9.3   MM  MM   MM  MM     MM    MM    22    MM    14  8.7     MM
KGUL   27.304  -93.538 2018 11 29 07 35 210  12.4  15.4   MM  MM   MM  MM     MM    MM    21    MM    17   MM     MM
KHHV   26.939  -94.689 2018 11 29 07 35 150  10.8  13.4   MM  MM   MM  MM     MM    MM    22    MM    17  8.7     MM
KHQI   27.934  -93.669 2018 11 29 07 35  MM    MM    MM   MM  MM   MM  MM     MM    MM    23    MM    16  8.7     MM
KIKT   28.521  -88.289 2018 11 29 07 35  MM   2.1   6.7   MM  MM   MM  MM     MM    MM    19    MM    12  8.7     MM
KLIH1  20.895 -156.469 2018 11 29 07 24  30   1.5   2.6   MM  MM   MM  MM 1016.1    MM  23.3    MM    MM   MM     MM
KMDJ   28.643  -89.794 2018 11 29 07 35 180  10.3    MM   MM  MM   MM  MM     MM    MM    21    MM    14  8.7     MM
KMIS   29.296  -88.842 2018 11 29 07 35 200   8.2    MM   MM  MM   MM  MM     MM    MM    19    MM    12  8.7     MM
KMZG   27.727  -96.191 2018 11 29 07 35 250   5.7   8.8   MM  MM   MM  MM     MM    MM    23    MM    19  8.7     MM
KNSW3  42.589  -87.809 2018 11 29 07 00 180   3.6   6.7   MM  MM   MM  MM 1015.2  -1.1  -2.4    MM    MM   MM     MM
KP53   46.417  -86.650 2018 11 29 06 56 200   1.5    MM   MM  MM   MM  MM 1017.0    MM -17.2    MM    MM   MM     MM
KP58   44.017  -82.800 2018 11 29 07 51 240   3.6    MM   MM  MM   MM  MM 1017.3    MM  -1.7    MM  -5.0   MM     MM
KP59   47.467  -87.883 2018 11 29 06 51  MM     0    MM   MM  MM   MM  MM 1015.2    MM  -1.7    MM  -5.6   MM     MM
KPTN6  40.811  -73.765 2018 11 29 07 30 350   8.2  10.3   MM  MM   MM  MM 1009.1    MM   4.9   6.8    MM   MM     MM
KPTV2  37.165  -75.988 2018 11 29 07 30 320   9.3  10.3   MM  MM   MM  MM     MM    MM    MM   7.7    MM   MM     MM
KSPR   28.599  -91.206 2018 11 29 07 35  MM    MM    MM   MM  MM   MM  MM     MM    MM    21    MM    15  8.7     MM
KTNF1  29.819  -83.594 2018 11 29 07 00  MM   0.0   0.0   MM  MM   MM  MM 1021.1  -0.8   7.3    MM   0.9   MM     MM
KVAF   27.354  -94.625 2018 11 29 07 35 220   9.3  12.4   MM  MM   MM  MM     MM    MM    22    MM    16  3.5     MM
KVBS   29.478  -93.638 2018 11 29 07 35  MM   2.6   5.1   MM  MM   MM  MM     MM    MM    20    MM    16  8.7     MM
KVKY   29.248  -88.441 2018 11 29 07 35 190   6.2   9.8   MM  MM   MM  MM     MM    MM    19    MM    11  8.7     MM
KVOA   29.229  -87.781 2018 11 29 07 35 180   5.7    MM   MM  MM   MM  MM     MM    MM    18    MM    11  8.7     MM
KVQT   28.270  -92.264 2018 11 29 07 35 200   4.1   7.2   MM  MM   MM  MM     MM    MM    23    MM    16  8.7     MM
KWHH1  20.037 -155.829 2018 11 29 07 24  50   2.6   3.1   MM  MM   MM  MM 1015.6    MM  24.2  26.9    MM   MM     MM
KWJP8   8.732  167.734 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1010.7    MM    MM  29.5    MM   MM     MM
KWNW3  44.465  -87.496 2018 11 29 07 30 280   1.0   1.5   MM  MM   MM  MM 1014.4    MM  -4.2    MM    MM   MM     MM
KXIH   29.180  -94.521 2018 11 29 07 35 190   4.6   7.7   MM  MM   MM  MM     MM    MM    20    MM    17  8.7     MM
KXPY   29.123  -90.202 2018 11 29 07 35 170   3.1    MM   MM  MM   MM  MM     MM    MM    19    MM    15  8.7     MM
KYWF1  24.556  -81.808 2018 11 29 07 30  40   3.1   4.6   MM  MM   MM  MM 1018.5    MM  16.5  24.2    MM   MM     MM
LAMV3  18.318  -64.724 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  21.9  28.1    MM   MM     MM
LAPW1  47.913 -124.637 2018 11 29 06 36  MM    MM    MM   MM  MM   MM  MM 1005.2    MM    MM   8.2    MM   MM     MM
LBSF1  25.214  -80.432 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.9    MM   MM  -0.04
LCLL1  30.224  -93.222 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1015.2    MM  15.3  14.1    MM   MM     MM
LCNA2  56.058 -132.690 2018 11 29 07 10  MM   0.0   1.0   MM  MM   MM  MM 1002.7    MM   7.1    MM   6.9   MM     MM
LDLC3  41.306  -72.077 2018 11 29 07 30 300   9.3  11.8   MM  MM   MM  MM 1004.2    MM   4.1    MM  -2.2   MM     MM
LDTM4  43.947  -86.441 2018 11 29 07 30 120   3.6   4.6   MM  MM   MM  MM     MM    MM  -2.4    MM  -6.5   MM     MM
LIXA2  58.540 -135.047 2018 11 29 07 44 340   2.1   3.1   MM  MM   MM  MM 1003.6    MM   2.4    MM  -0.1   MM     MM
LJAC1  32.867 -117.257 2018 11 29 07 24 160   4.1   5.1   MM  MM   MM  MM 1012.8    MM  15.5  17.9    MM   MM     MM
LJPC1  32.867 -117.257 2018 11 29 07 20 160   3.6    MM  1.3  15   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKWF1  26.613  -80.034 2018 11 29 07 30 320   5.1   6.7   MM  MM   MM  MM 1020.5    MM  10.2  25.5    MM   MM     MM
LMDF1  25.176  -80.633 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.9    MM   MM  -0.45
LMFS1  34.107  -81.271 2018 11 29 07 20 290   1.5   3.1   MM  MM   MM  MM 1018.6    MM   2.8    MM    MM   MM     MM
LMRF1  25.556  -81.169 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.2    MM   MM  -0.68
LNDC1  37.795 -122.281 2018 11 29 07 30 170   6.2   9.3   MM  MM   MM  MM 1000.4    MM  14.4    MM    MM   MM     MM
LONF1  24.844  -80.864 2018 11 29 07 00  30   7.2   8.2   MM  MM   MM  MM 1018.9  -1.2  14.9  20.3   6.2   MM     MM
LOPL1  28.885  -90.025 2018 11 29 07 27 170   6.2   8.2  0.9  MM   MM  MM 1018.1    MM  19.8    MM  13.2   MM     MM
LOPW1  46.106 -122.954 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1005.4    MM    MM   9.4    MM   MM     MM
LORO1  41.481  -82.195 2018 11 29 07 30 220   8.2  10.3   MM  MM   MM  MM     MM    MM  -3.2    MM    MM   MM     MM
LPNM4  45.063  -83.429 2018 11 29 07 30 290   2.6   3.1   MM  MM   MM  MM 1015.5    MM  -1.3    MM  -3.9   MM     MM
LRIF1  25.284  -80.894 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  18.9    MM   MM  -0.02
LRKF1  24.982  -80.826 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.0    MM   MM  -0.32
LSNF1  25.235  -80.457 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.7    MM   MM  -0.15
LTBV3  17.695  -64.754 2018 11 29 07 30  20   1.0   1.5   MM  MM   MM  MM 1015.6    MM  24.1  28.3    MM   MM     MM
LTJF1  30.379  -81.446 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   7.5    MM  -0.8   MM     MM
LTRM4  46.486  -84.302 2018 11 29 07 30 180   0.5   1.0   MM  MM   MM  MM 1014.8    MM  -1.8    MM    MM   MM     MM
LUIT2  29.076  -95.122 2018 11 29 07 30 180   3.1   4.1   MM  MM   MM  MM 1013.7    MM  18.6    MM    MM   MM     MM
LWSD1  38.783  -75.119 2018 11 29 07 30 280   8.8  11.8   MM  MM   MM  MM 1013.6    MM   0.6   7.8    MM   MM     MM
LWTV2  37.995  -76.465 2018 11 29 07 24 270   3.1   4.1   MM  MM   MM  MM 1017.2    MM  -0.7   5.8    MM   MM     MM
MACM4  45.777  -84.721 2018 11 29 07 30 210   1.5   2.1   MM  MM   MM  MM 1015.9    MM  -0.7   2.3  -1.8   MM     MM
MBET2  28.422  -96.327 2018 11 29 07 30 240   5.1   7.2   MM  MM   MM  MM 1012.1    MM  18.5  19.4    MM   MM     MM
MBLA1  30.437  -88.011 2018 11 29 07 00 100   4.6    MM   MM  MM   MM  MM 1019.3  -0.7  12.2    MM    MM   MM     MM
MBPA1  30.527  -88.086 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM  12.0    MM   9.6  5.9     MM
MBRM4  42.975  -82.419 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1017.1    MM  -2.3    MM    MM   MM     MM
MCGA1  30.649  -88.058 2018 11 29 07 30 140   1.5   2.6   MM  MM   MM  MM 1020.1    MM  11.4  14.8    MM   MM     MM
MCGM4  46.546  -87.379 2018 11 29 07 30 220   2.6   5.1   MM  MM   MM  MM 1014.2    MM  -4.0    MM  -8.5   MM     MM
MCYF1  27.914  -82.425 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.8    MM   MM     MM
MDKF1  25.289  -80.396 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.9    MM   MM  -0.18
MDRM1  43.969  -68.128 2018 11 29 07 00 330  12.9  13.9   MM  MM   MM  MM  993.9  +1.6   3.5    MM    MM   MM     MM
MEYC1  36.605 -121.889 2018 11 29 06 36  MM    MM    MM   MM  MM   MM  MM 1003.9    MM    MM  16.4    MM   MM     MM
MGIP4  17.970  -67.046 2018 11 29 07 30 110   1.0   1.5   MM  MM   MM  MM 1014.6    MM  24.5  27.8    MM   MM     MM
MGPT2  29.682  -94.985 2018 11 29 07 30 130   1.5   2.6   MM  MM   MM  MM 1014.1    MM  16.4  14.8    MM   MM     MM
MGZP4  18.218  -67.159 2018 11 29 07 24  MM    MM    MM   MM  MM   MM  MM 1014.4    MM  24.4  28.6    MM   MM     MM
MHPA1  30.667  -87.936 2018 11 29 07 00 100   2.6    MM   MM  MM   MM  MM 1021.0  -0.7  10.3    MM    MM   MM     MM
MHRN6  40.641  -74.162 2018 11 29 07 30 300   7.2   9.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MISM1  43.784  -68.855 2018 11 29 07 00 340  15.4  17.0   MM  MM   MM  MM  994.8  +1.6   3.8    MM    MM   MM     MM
MISP4  18.090  -67.939 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.4    MM  24.0  27.6    MM   MM     MM
MKGM4  43.227  -86.339 2018 11 29 07 40 130   3.6   4.6   MM  MM   MM  MM 1018.6    MM  -4.0    MM  -5.5   MM     MM
MLRF1  25.012  -80.376 2018 11 29 07 00  10   7.2   7.7   MM  MM   MM  MM 1018.8  -1.2  15.6  25.9    MM   MM     MM
MLSC1  36.802 -121.791 2018 11 29 07 33 140   6.7  19.6   MM  MM   MM  MM 1003.5    MM  14.1    MM  12.6   MM     MM
MLWW3  43.045  -87.880 2018 11 29 07 40 190   4.1   5.1   MM  MM   MM  MM     MM    MM  -3.0    MM    MM   MM     MM
MNMM4  45.096  -87.590 2018 11 29 07 30 230   1.5   1.5   MM  MM   MM  MM 1015.0    MM  -3.8   2.1 -13.5   MM     MM
MNPV2  36.778  -76.302 2018 11 29 07 24 300   2.1   3.1   MM  MM   MM  MM 1016.7    MM  -0.1  10.6    MM   MM     MM
MOKH1  21.433 -157.790 2018 11 29 06 36  90   1.5   4.6   MM  MM   MM  MM 1016.6    MM  24.6  25.8    MM   MM     MM
MQTT2  27.581  -97.217 2018 11 29 07 30 150   2.1   2.6   MM  MM   MM  MM 1013.3    MM  17.9  17.1    MM   MM     MM
MRCP1  39.809  -75.415 2018 11 29 07 24  MM    MM    MM   MM  MM   MM  MM 1012.5    MM   2.3   5.3    MM   MM     MM
MRHO1  41.544  -82.731 2018 11 29 07 30 240   2.1   3.1   MM  MM   MM  MM 1019.7    MM  -3.8   2.2  -7.8   MM     MM
MRKA2  61.082 -146.662 2018 11 29 07 30 200   6.2   7.2   MM  MM   MM  MM 1002.0    MM   1.5    MM    MM   MM     MM
MRNA2  58.198 -134.257 2018 11 29 07 42  MM   0.0   1.0   MM  MM   MM  MM 1003.7    MM   3.4    MM   1.6   MM     MM
MRSL1  29.441  -92.061 2018 11 29 06 00  MM   5.7   6.2   MM  MM   MM  MM     MM    MM  14.9    MM    MM   MM     MM
MRYA2  55.099 -131.182 2018 11 29 07 42  MM   0.0   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MTBF1  27.661  -82.594 2018 11 29 07 30 100   3.6   4.1   MM  MM   MM  MM 1020.4    MM  11.7    MM    MM  5.9     MM
MTKN6  41.048  -71.959 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1003.8    MM   5.1   7.2    MM   MM     MM
MUKF1  25.106  -80.942 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.0    MM   MM     MM
MVXA2  58.364 -134.606 2018 11 29 07 44 140   1.0   1.5   MM  MM   MM  MM 1003.9    MM   3.6    MM   1.0   MM     MM
MXXA2  58.301 -134.425 2018 11 29 07 45  90   2.6   3.6   MM  MM   MM  MM 1003.3    MM   3.5    MM   1.5   MM     MM
MYPF1  30.398  -81.428 2018 11 29 07 30 320   2.6   4.1   MM  MM   MM  MM 1020.9    MM   6.8  18.2    MM   MM     MM
MZXC1  38.035 -122.125 2018 11 29 07 30 140   2.6   3.1   MM  MM   MM  MM 1000.7    MM  13.3  13.9  13.3  1.3     MM
NABM4  46.087  -85.444 2018 11 29 06 40 330   2.1   2.6   MM  MM   MM  MM 1014.6    MM  -1.9    MM    MM   MM     MM
NAXR1  41.637  -71.339 2018 11 29 06 45 310   5.1    MM   MM  MM   MM  MM 1001.0    MM   3.1    MM  -1.8   MM     MM
NBBA3  36.087 -114.728 2018 11 29 07 40 270   2.1   2.6  0.0  MM   MM  MM 1008.4    MM  14.7  17.9    MM   MM     MM
NBLP1  40.137  -74.752 2018 11 29 07 30 300   5.7   7.2   MM  MM   MM  MM 1011.3    MM   2.9   5.1    MM   MM     MM
NCDV2  38.320  -77.037 2018 11 29 07 24 320   1.0   2.1   MM  MM   MM  MM 1016.8    MM  -1.2   5.5    MM   MM     MM
NCHT2  29.726  -95.266 2018 11 29 07 30 170   1.5   2.6   MM  MM   MM  MM 1013.2    MM  18.5  18.1    MM   MM     MM
NEAW1  48.367 -124.614 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1005.2    MM    MM  10.6    MM   MM     MM
NIAN6  43.077  -79.014 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.6    MM  -0.2    MM    MM   MM     MM
NIWS1  33.349  -79.189 2018 11 29 06 45 310   1.0    MM   MM  MM   MM  MM 1019.0    MM   1.8    MM  -0.4   MM     MM
NKLA2  52.972 -168.855 2018 11 29 07 42 220   3.1   8.8   MM  MM   MM  MM 1009.3    MM  -0.1    MM  -5.5   MM     MM
NKTA2  60.683 -151.399 2018 11 29 07 30 140   2.1   3.1   MM  MM   MM  MM 1002.7    MM   0.3   4.4    MM   MM     MM
NKXA2  58.255 -134.945 2018 11 29 07 45  10   0.5   1.0   MM  MM   MM  MM 1001.4    MM   5.1    MM   2.5   MM     MM
NLMA3  35.458 -114.666 2018 11 29 07 40  MM    MM    MM  0.1  MM   MM  MM 1008.0    MM  16.9  15.4    MM   MM     MM
NLNC3  41.361  -72.090 2018 11 29 07 30 300   2.6   4.6   MM  MM   MM  MM 1003.6    MM   3.3   9.8    MM   MM     MM
NMTA2  64.500 -165.430 2018 11 29 07 30 230   8.2   9.8   MM  MM   MM  MM  998.3    MM  -1.3    MM    MM   MM     MM
NPDW3  45.291  -86.977 2018 11 29 07 40  MM   0.0   0.5   MM  MM   MM  MM 1015.6    MM  -4.6    MM    MM   MM     MM
NPSF1  26.132  -81.807 2018 11 29 07 30  60   2.1   3.1   MM  MM   MM  MM 1019.7    MM  10.0  21.3    MM   MM     MM
NRRF1  25.338  -80.911 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  18.0    MM   MM  -0.37
NSTP6 -14.280 -170.688 2018 11 29 07 30 300   0.5   2.1   MM  MM   MM  MM 1012.3    MM  28.2  29.9    MM   MM     MM
NTBC1  34.405 -119.692 2018 11 29 06 36 150   5.7   9.3   MM  MM   MM  MM 1011.2    MM  16.2    MM    MM   MM     MM
NTKM3  41.285  -70.096 2018 11 29 07 30 300   6.7   9.8   MM  MM   MM  MM  999.8    MM   4.3   6.1    MM   MM     MM
